[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 16:21:00 sess=ETH_post-RTH bar=50 minsIn=981 dow=Thursday px=28937.25 O=28938.25 H=28942.50 L=28935.75 C=28937.25 V=357 sessO=28938.25 sessH=28942.50 sessL=28935.75 pctFromO=+0.00% sessVol=45439 volRatio=0.41 volTrend=decreasing pctAbovePOC=100% pctUpperRange=50% trendStr=4/10 rangePos=1.37 cd24=735 cdRTH=0 deltaAsPct=+1.62% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=-0.15 deltaSlope=+83.80 barConv=7/10 swing=INSUFFICIENT_DATA bos=none emaStack=MIXED stackAge=0 e5=28934.96 e9=28930.69 e21=28927.05 e50=28941.09 abv=5:A 9:A 21:A 50:B POC=28935.75(+1.50pts/0.09ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TO@28938.25(-1.00pts/0.06ATR) lvlsIn1ATR=4 avwaps=0 nearAvwap=none sessVwap=28938.50 atr5m=16.64 atrRatio=0.92 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-5.25 ethLowDist=+1.50 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=0) REGIME_CHANGE rthPhase=closed ethPhase=post-RTH minsToRTH=909 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28940.50(-3.25) VAL=28935.75(+1.50) volPctl=14 IB=n/a OR=n/a otf=nonex0 choch=none valueMigAgeMin=-1 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 16:26:00 sess=ETH_post-RTH bar=55 minsIn=986 dow=Thursday px=28963.25 O=28964.00 H=28965.50 L=28961.25 C=28963.25 V=245 sessO=28938.25 sessH=28967.50 sessL=28935.75 pctFromO=+0.09% sessVol=49122 volRatio=0.31 volTrend=decreasing pctAbovePOC=35% pctUpperRange=71% trendStr=3/10 rangePos=0.86 cd24=956 cdRTH=0 deltaAsPct=+1.95% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+1.65 deltaSlope=+19.00 barConv=5/10 swing=INSUFFICIENT_DATA bos=none emaStack=MIXED stackAge=5 e5=28958.99 e9=28951.81 e21=28940.16 e50=28944.77 abv=5:A 9:A 21:A 50:A POC=28961.25(+2.00pts/0.13ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@28961.25(+2.00pts/0.13ATR) lvlsIn1ATR=2 avwaps=1 nearAvwap=28957.48(rising,+5.77pts) sessVwap=28955.80 AVWAP0[Vol val=28957.48 rising above +5.77pts] atr5m=14.90 atrRatio=0.88 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-4.25 ethLowDist=+27.50 openType=PRE_RTH regime=DRIFTING(age=0) REGIME_CHANGE rthPhase=closed ethPhase=post-RTH minsToRTH=904 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28967.50(-4.25) VAL=28952.00(+11.25) volPctl=5 IB=n/a OR=n/a otf=nonex0 choch=none valueMigAgeMin=0 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 17:01:00 sess=ETH_overnight bar=90 minsIn=1021 dow=Thursday px=28909.00 O=28911.00 H=28911.50 L=28902.75 C=28909.00 V=397 sessO=28938.25 sessH=28967.50 sessL=28899.00 pctFromO=-0.10% sessVol=63191 volRatio=1.38 volTrend=increasing pctAbovePOC=69% pctUpperRange=41% trendStr=5/10 rangePos=1.18 cd24=179 cdRTH=0 deltaAsPct=+0.28% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=-0.15 deltaSlope=+27.60 barConv=5/10 swing=INSUFFICIENT_DATA bos=none emaStack=BEARISH stackAge=25 e5=28907.63 e9=28908.14 e21=28913.13 e50=28924.25 abv=5:A 9:A 21:B 50:B POC=28914.75(-5.75pts/0.65ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@28914.75(-5.75pts/0.65ATR) lvlsIn1ATR=1 avwaps=2 nearAvwap=28916.24(falling,-7.24pts) sessVwap=28930.60 AVWAP0[Vol val=28930.44 falling below -21.44pts] AVWAP1[Vol val=28916.24 falling below -7.24pts] atr5m=8.90 atrRatio=0.89 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-58.50 ethLowDist=+10.00 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=5) rthPhase=closed ethPhase=evening_asia minsToRTH=869 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28949.75(-40.75) VAL=28899.00(+10.00) volPctl=41 IB=n/a OR=n/a otf=nonex0 choch=none valueMigAgeMin=10 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 17:06:00 sess=ETH_overnight bar=95 minsIn=1026 dow=Thursday px=28915.50 O=28917.75 H=28918.75 L=28913.75 C=28915.50 V=155 sessO=28938.25 sessH=28967.50 sessL=28899.00 pctFromO=-0.08% sessVol=65024 volRatio=0.49 volTrend=decreasing pctAbovePOC=70% pctUpperRange=37% trendStr=6/10 rangePos=1.08 cd24=434 cdRTH=0 deltaAsPct=+0.67% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=-0.85 deltaSlope=-19.60 barConv=5/10 swing=INSUFFICIENT_DATA bos=none emaStack=BEARISH stackAge=30 e5=28916.32 e9=28914.82 e21=28915.13 e50=28923.22 abv=5:B 9:A 21:A 50:B POC=28914.75(+0.75pts/0.09ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@28914.75(+0.75pts/0.09ATR) lvlsIn1ATR=1 avwaps=2 nearAvwap=28916.49(flat,-0.99pts) sessVwap=28929.45 AVWAP1[Vol val=28916.49 flat below -0.99pts] AVWAP2[Vol val=28918.10 falling below -2.60pts] atr5m=8.73 atrRatio=0.93 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-52.00 ethLowDist=+16.50 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=10) rthPhase=closed ethPhase=evening_asia minsToRTH=864 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28946.25(-30.75) VAL=28899.00(+16.50) volPctl=1 IB=n/a OR=n/a otf=nonex0 choch=none valueMigAgeMin=15 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 17:11:00 sess=ETH_overnight bar=100 minsIn=1031 dow=Thursday px=28927.50 O=28925.75 H=28936.75 L=28925.75 C=28927.50 V=717 sessO=28938.25 sessH=28967.50 sessL=28899.00 pctFromO=-0.04% sessVol=66908 volRatio=2.02 volTrend=increasing pctAbovePOC=72% pctUpperRange=35% trendStr=4/10 rangePos=1.00 cd24=628 cdRTH=0 deltaAsPct=+0.94% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+1.25 deltaSlope=+36.40 barConv=7/10 swing=INSUFFICIENT_DATA bos=BOS_UP(bar-1) emaStack=MIXED stackAge=4 e5=28924.09 e9=28921.46 e21=28918.60 e50=28923.38 abv=5:A 9:A 21:A 50:A POC=28914.75(+12.75pts/1.48ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TO@28938.25(-10.75pts/1.25ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=28930.00(flat,-2.50pts) sessVwap=28929.05 AVWAP2[Vol val=28921.53 rising above +5.97pts] AVWAP3[Vol val=28930.00 flat below -2.50pts] atr5m=8.61 atrRatio=0.96 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-40.00 ethLowDist=+28.50 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=15) rthPhase=closed ethPhase=evening_asia minsToRTH=859 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28941.75(-14.25) VAL=28899.75(+27.75) volPctl=72 IB=n/a OR=n/a otf=upx2 choch=none valueMigAgeMin=20 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 17:15:00 sess=ETH_overnight bar=104 minsIn=1035 dow=Thursday px=28924.00 O=28926.25 H=28927.00 L=28922.50 C=28924.00 V=201 sessO=28938.25 sessH=28967.50 sessL=28899.00 pctFromO=-0.05% sessVol=67855 volRatio=0.60 volTrend=decreasing pctAbovePOC=73% pctUpperRange=34% trendStr=4/10 rangePos=0.83 cd24=467 cdRTH=0 deltaAsPct=+0.69% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=-0.70 deltaSlope=-32.20 barConv=5/10 swing=INSUFFICIENT_DATA bos=BOS_UP(bar-5) emaStack=MIXED stackAge=8 e5=28925.79 e9=28924.51 e21=28921.23 e50=28923.92 abv=5:B 9:B 21:A 50:A POC=28914.75(+9.25pts/1.21ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@28914.75(+9.25pts/1.21ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=28922.76(rising,+1.24pts) sessVwap=28928.99 AVWAP2[Vol val=28922.76 rising above +1.24pts] AVWAP3[Vol val=28928.63 falling below -4.63pts] atr5m=7.65 atrRatio=0.88 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-43.50 ethLowDist=+25.00 openType=PRE_RTH regime=DRIFTING(age=0) REGIME_CHANGE rthPhase=closed ethPhase=evening_asia minsToRTH=855 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28939.75(-15.75) VAL=28899.75(+24.25) volPctl=9 IB=n/a OR=n/a otf=downx2 choch=none valueMigAgeMin=24 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 17:17:00 sess=ETH_overnight bar=106 minsIn=1037 dow=Thursday px=28926.25 O=28923.50 H=28927.25 L=28920.75 C=28926.25 V=263 sessO=28938.25 sessH=28967.50 sessL=28899.00 pctFromO=-0.04% sessVol=68313 volRatio=0.79 volTrend=increasing pctAbovePOC=57% pctUpperRange=33% trendStr=2/10 rangePos=0.64 cd24=449 cdRTH=0 deltaAsPct=+0.66% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=-0.60 deltaSlope=-20.60 barConv=7/10 swing=INSUFFICIENT_DATA bos=BOS_UP(bar-7) emaStack=MIXED stackAge=10 e5=28925.49 e9=28924.73 e21=28921.90 e50=28924.00 abv=5:A 9:A 21:A 50:A POC=28920.75(+5.50pts/0.74ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@28920.75(+5.50pts/0.74ATR) lvlsIn1ATR=1 avwaps=2 nearAvwap=28927.77(falling,-1.52pts) sessVwap=28928.91 AVWAP2[Vol val=28922.93 rising above +3.32pts] AVWAP3[Vol val=28927.77 falling below -1.52pts] atr5m=7.39 atrRatio=0.87 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-41.25 ethLowDist=+27.25 openType=PRE_RTH regime=CHOPPING(age=0) REGIME_CHANGE rthPhase=closed ethPhase=evening_asia minsToRTH=853 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28938.75(-12.50) VAL=28899.75(+26.50) volPctl=20 IB=n/a OR=n/a otf=downx1 choch=none valueMigAgeMin=0 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 17:18:00 sess=ETH_overnight bar=107 minsIn=1038 dow=Thursday px=28925.00 O=28925.75 H=28927.25 L=28924.75 C=28925.00 V=142 sessO=28938.25 sessH=28967.50 sessL=28899.00 pctFromO=-0.05% sessVol=68455 volRatio=0.44 volTrend=decreasing pctAbovePOC=57% pctUpperRange=33% trendStr=3/10 rangePos=0.64 cd24=439 cdRTH=0 deltaAsPct=+0.64% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=-0.25 deltaSlope=-13.00 barConv=7/10 swing=INSUFFICIENT_DATA bos=BOS_UP(bar-8) emaStack=MIXED stackAge=11 e5=28925.33 e9=28924.79 e21=28922.18 e50=28924.04 abv=5:B 9:A 21:A 50:A POC=28920.75(+4.25pts/0.60ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@28920.75(+4.25pts/0.60ATR) lvlsIn1ATR=1 avwaps=2 nearAvwap=28923.00(flat,+2.00pts) sessVwap=28928.89 AVWAP2[Vol val=28923.00 flat above +2.00pts] AVWAP3[Vol val=28927.64 falling below -2.64pts] atr5m=7.04 atrRatio=0.84 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-42.50 ethLowDist=+26.00 openType=PRE_RTH regime=DRIFTING(age=0) REGIME_CHANGE rthPhase=closed ethPhase=evening_asia minsToRTH=852 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28938.50(-13.50) VAL=28899.75(+25.25) volPctl=0 IB=n/a OR=n/a otf=nonex0 choch=none valueMigAgeMin=1 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 17:21:00 sess=ETH_overnight bar=110 minsIn=1041 dow=Thursday px=28933.50 O=28923.00 H=28935.25 L=28922.50 C=28933.50 V=559 sessO=28938.25 sessH=28967.50 sessL=28899.00 pctFromO=-0.02% sessVol=69245 volRatio=1.85 volTrend=increasing pctAbovePOC=50% pctUpperRange=32% trendStr=3/10 rangePos=0.85 cd24=571 cdRTH=0 deltaAsPct=+0.82% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+1.45 deltaSlope=+24.40 barConv=9/10 swing=INSUFFICIENT_DATA bos=BOS_UP(bar-11) emaStack=MIXED stackAge=14 e5=28927.28 e9=28926.09 e21=28923.38 e50=28924.35 abv=5:A 9:A 21:A 50:A POC=28923.50(+10.00pts/1.43ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TO@28938.25(-4.75pts/0.68ATR) lvlsIn1ATR=1 avwaps=2 nearAvwap=28930.42(flat,+3.08pts) sessVwap=28928.87 AVWAP3[Vol val=28927.83 flat above +5.67pts] AVWAP4[Strong val=28930.42 flat above +3.08pts] atr5m=6.99 atrRatio=0.86 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-34.00 ethLowDist=+34.50 openType=PRE_RTH regime=CHOPPING(age=0) REGIME_CHANGE rthPhase=closed ethPhase=evening_asia minsToRTH=849 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28936.50(-3.00) VAL=28899.75(+33.75) volPctl=63 IB=n/a OR=n/a otf=upx1 choch=none valueMigAgeMin=1 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 17:23:00 sess=ETH_overnight bar=112 minsIn=1043 dow=Thursday px=28934.25 O=28935.25 H=28936.75 L=28933.00 C=28934.25 V=218 sessO=28938.25 sessH=28967.50 sessL=28899.00 pctFromO=-0.01% sessVol=69775 volRatio=0.79 volTrend=increasing pctAbovePOC=52% pctUpperRange=33% trendStr=9/10 rangePos=0.96 cd24=593 cdRTH=0 deltaAsPct=+0.85% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+2.20 deltaSlope=+42.60 barConv=5/10 swing=HH-HL_UPTREND bos=BOS_UP(bar-13) emaStack=BULLISH stackAge=0 e5=28931.60 e9=28929.35 e21=28925.43 e50=28925.19 abv=5:A 9:A 21:A 50:A POC=28923.50(+10.75pts/1.60ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TO@28938.25(-4.00pts/0.59ATR) lvlsIn1ATR=1 avwaps=2 nearAvwap=28932.75(rising,+1.50pts) sessVwap=28929.01 AVWAP3[Vol val=28928.92 rising above +5.33pts] AVWAP4[Strong val=28932.75 rising above +1.50pts] atr5m=6.73 atrRatio=0.85 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-33.25 ethLowDist=+35.25 openType=PRE_RTH regime=TRENDING_UP(age=0) REGIME_CHANGE rthPhase=closed ethPhase=evening_asia minsToRTH=847 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28937.25(-3.00) VAL=28901.50(+32.75) volPctl=16 IB=n/a OR=n/a otf=nonex0 choch=none valueMigAgeMin=3 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 17:24:00 sess=ETH_overnight bar=113 minsIn=1044 dow=Thursday px=28933.75 O=28934.50 H=28935.50 L=28932.50 C=28933.75 V=166 sessO=28938.25 sessH=28967.50 sessL=28899.00 pctFromO=-0.02% sessVol=69941 volRatio=0.63 volTrend=increasing pctAbovePOC=52% pctUpperRange=34% trendStr=8/10 rangePos=0.96 cd24=537 cdRTH=0 deltaAsPct=+0.77% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+2.10 deltaSlope=+29.40 barConv=5/10 swing=HH-HL_UPTREND bos=BOS_UP(bar-14) emaStack=BULLISH stackAge=1 e5=28932.31 e9=28930.23 e21=28926.19 e50=28925.53 abv=5:A 9:A 21:A 50:A POC=28923.50(+10.25pts/1.59ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TO@28938.25(-4.50pts/0.70ATR) lvlsIn1ATR=1 avwaps=2 nearAvwap=28932.90(rising,+0.85pts) sessVwap=28929.04 AVWAP3[Vol val=28929.15 rising above +4.60pts] AVWAP4[Strong val=28932.90 rising above +0.85pts] atr5m=6.46 atrRatio=0.83 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-33.75 ethLowDist=+34.75 openType=PRE_RTH regime=DRIFTING(age=0) REGIME_CHANGE rthPhase=closed ethPhase=evening_asia minsToRTH=846 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28937.00(-3.25) VAL=28901.50(+32.25) volPctl=7 IB=n/a OR=n/a otf=downx1 choch=none valueMigAgeMin=4 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 17:26:00 sess=ETH_overnight bar=115 minsIn=1046 dow=Thursday px=28938.75 O=28933.50 H=28939.50 L=28933.25 C=28938.75 V=340 sessO=28938.25 sessH=28967.50 sessL=28899.00 pctFromO=+0.00% sessVol=70382 volRatio=1.27 volTrend=flat pctAbovePOC=53% pctUpperRange=35% trendStr=8/10 rangePos=0.75 cd24=656 cdRTH=0 deltaAsPct=+0.93% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+0.50 deltaSlope=+4.20 barConv=8/10 swing=HH-HL_UPTREND bos=BOS_UP(bar-0) emaStack=BULLISH stackAge=3 e5=28934.50 e9=28932.29 e21=28927.85 e50=28926.31 abv=5:A 9:A 21:A 50:A POC=28923.50(+15.25pts/2.45ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TO@28938.25(+0.50pts/0.08ATR) lvlsIn1ATR=1 avwaps=2 nearAvwap=28933.78(rising,+4.97pts) sessVwap=28929.17 AVWAP3[Vol val=28929.90 rising above +8.85pts] AVWAP4[Strong val=28933.78 rising above +4.97pts] atr5m=6.22 atrRatio=0.83 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-28.75 ethLowDist=+39.75 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=0) REGIME_CHANGE rthPhase=closed ethPhase=evening_asia minsToRTH=844 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28938.00(+0.75) VAL=28902.75(+36.00) volPctl=42 IB=n/a OR=n/a otf=upx1 choch=none valueMigAgeMin=6 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 17:29:00 sess=ETH_overnight bar=118 minsIn=1049 dow=Thursday px=28941.50 O=28942.25 H=28943.25 L=28940.25 C=28941.50 V=130 sessO=28938.25 sessH=28967.50 sessL=28899.00 pctFromO=+0.01% sessVol=71211 volRatio=0.49 volTrend=increasing pctAbovePOC=54% pctUpperRange=37% trendStr=8/10 rangePos=0.82 cd24=677 cdRTH=0 deltaAsPct=+0.95% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+1.80 deltaSlope=+27.80 barConv=5/10 swing=HH-HL_UPTREND bos=BOS_UP(bar-3) emaStack=BULLISH stackAge=6 e5=28939.89 e9=28937.16 e21=28931.46 e50=28928.13 abv=5:A 9:A 21:A 50:A POC=28923.50(+18.00pts/3.08ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TO@28938.25(+3.25pts/0.56ATR) lvlsIn1ATR=1 avwaps=2 nearAvwap=28936.36(rising,+5.14pts) sessVwap=28929.56 AVWAP3[Vol val=28931.84 rising above +9.66pts] AVWAP4[Strong val=28936.36 rising above +5.14pts] atr5m=5.84 atrRatio=0.82 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-26.00 ethLowDist=+42.50 openType=PRE_RTH regime=TRENDING_UP(age=0) REGIME_CHANGE rthPhase=closed ethPhase=evening_asia minsToRTH=841 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28939.75(+1.75) VAL=28902.75(+38.75) volPctl=2 IB=n/a OR=n/a otf=downx1 choch=none valueMigAgeMin=9 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 17:34:00 sess=ETH_overnight bar=123 minsIn=1054 dow=Thursday px=28941.75 O=28941.00 H=28942.00 L=28938.50 C=28941.75 V=105 sessO=28938.25 sessH=28967.50 sessL=28899.00 pctFromO=+0.01% sessVol=72405 volRatio=0.44 volTrend=decreasing pctAbovePOC=56% pctUpperRange=40% trendStr=9/10 rangePos=1.07 cd24=665 cdRTH=0 deltaAsPct=+0.92% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+0.30 deltaSlope=+5.80 barConv=3/10 swing=HH-HL_UPTREND bos=BOS_UP(bar-8) emaStack=BULLISH stackAge=11 e5=28940.04 e9=28938.88 e21=28934.51 e50=28930.17 abv=5:A 9:A 21:A 50:A POC=28923.50(+18.25pts/3.21ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TO@28938.25(+3.50pts/0.62ATR) lvlsIn1ATR=1 avwaps=2 nearAvwap=28937.22(rising,+4.53pts) sessVwap=28929.97 AVWAP3[Vol val=28933.22 rising above +8.53pts] AVWAP4[Strong val=28937.22 rising above +4.53pts] atr5m=5.69 atrRatio=0.88 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-25.75 ethLowDist=+42.75 openType=PRE_RTH regime=TRENDING_UP(age=5) rthPhase=closed ethPhase=evening_asia minsToRTH=836 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28940.50(+1.25) VAL=28903.25(+38.50) volPctl=2 IB=n/a OR=n/a otf=nonex0 choch=none valueMigAgeMin=14 inst=MNQ-1m-a33117 mode=HIST
